speech_key,id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
Opposition_1st,1,0,1,Like we believe that the aging population's responsibility is completely because of the government's fault false so like we believe that the Having a child or have like being like married with someone is a choice and we said we believe that this is not This should not be forced. So we're happy to oppose Before moving on to my speech.,introduction,0.0,20.4,
Opposition_1st,2,2,3,"I'll explain why this is like why aging population occurred in like Japan or Korea like basically In the developed country is like simply first of all, like we have we need we need too much money to raise the children So like each family doesn't have the monetary capacity to like raise the children or like simply because like people are like I'm really Sacrificial like forced to like work really hard and if they don't work like they can't get a really good job like a good position or these kind of Actors is like making them get a like a less less in Capacity or incentive to raise the children. So like this is the basic of why on the aging population is occurring.",definition,20.4,64.2,
Opposition_1st,3,4,4,"So Two things in my speech first I'll explain like who will get the harm in this motion like basically people are like we believe there's two actors like first of all people who doesn't want to like get married or people who doesn't want to raise children and People who like We believe that becoming the most vulnerable actor like the developing young People coming from developing on country like a young woman who are like really forced to marry Um, and second of all explain what the counterfactual looks like Like how we are going to use the subsidy in order to encourage people to like raise children so first of all, like We believe that there's two actors in this debate the debate like the Government side explain to us how those matchmaking works So like people we believe that because of those government supports like there's going to be more Advertisement and also like there's going to be more social pressure.",point_of_main_argument,64.9,126.2,
Opposition_1st,4,5,5,That's the hey like those every people is using the matchmaker Making the system so like everyone you can also use it in order to marry or like that so like many people because many people recognize those apps and because many people trust in those app because there's a government support and people think that using it is going to be really normalized as governments I said and Since and second of all the context like because it is a in population and people has more pressure To make people marries because like there's going to be pension problems in the future or like people there's going to be less worker labor labor Shortage is going to happen in the economy is going to like get worse or like that So like people more and more people who choose to like not to get married or to choose to not have Children is going to be forced to like have children or forced to be married If they couldn't like they'll be like more like social pressure or they're going to more backlash towards those people so we believe this is going to be the first time and the second time we believe is the Rebuttals to the government's side like they said that there's going to be less like International barrier areas or like people is going to be more like know about the other people's um Other other countries people But like we believe that's why those people who can't like like the people I explained is like people who don't want to marry And I'll explain people who can't marry like can't marry or can't have the romantic relationship It's first of all people who can't marry tend to seem to have like a really high ideal.,independent_rebuttal,126.2,222.8,
Opposition_1st,5,6,6,"So, um, they want to like They want the partner to have like very high salary, but they want to be very look good I look good Like they have very high height or like your face is really handsome like that and also they want the ability to get like have a work We're gonna condition and also really important is that because Japan is also like I don't know the other country But they there's a very strong He said oh So like there's a family thinks that the person they marry you should want them to be like the same language or like that so like on the culture culture like sharing the same culture is also the important for them and like because since their ideal is really high is really hard for them to like compromise or like that or like people's other people who can't who can't have a look at Mary or can't is that people who has less your capacity that the Partner or the other people doesn't have a really high attraction or like that So the likely um, so the people who's like that like the first people I explained will be like the no-doubt I guess because like even if there is a Doesn't get attracted to people who's living in developing country because of the ideal thing and the second of all like if people who have less gear and capacity is really likely to like target the people that target the women like the young woman like Who's living in Bangladesh or like that?",point_of_main_argument,222.9,315.2,
Opposition_1st,6,7,7,"and also like so the likely case happening is the worldwide is that the young woman like Marrying like the middle-aged man, but not very rich and not really like having a good looks or like that But however because basically poor country girl once the family wants to like get the get the Daughter to go to a very good house in order to get rich like the family will like anyway like pressure them to Go out and what is the heart for them?",point_of_main_argument,315.2,346.7,
Opposition_1st,7,8,9,"Basically So the opposite is unlikely to occur when women have difficulty so that those people is going to harm so Moving on to the counterfactual like we believe that since the government side proved to us that's a lot of new You know is going to like happen. So keep the digital crime prevention advertisement So we believe that there's going to be bunch of amounts of money to be used in that matchmaking system So we believe that the counterfactual is that we can use those subsidy into like To make things more kindergarten or like to build to decrease the education fee for the each each family or like that or we can like more increase more salary for the time care or like this and like more adopted children in order to like Encourage You know, how do you not tired of caring so therefore we believe that it is more natural natural like a effective way to Prevent aging population.",point_of_main_argument,346.7,430.8,
Proposition_2nd,1,0,2,"It needs to be a re-characterization of why Asian populations happen in the developing states, because the extent the economy tells you is money, right? Obviously not true. Three levels of analysis of why people get less married in general.",introduction,0.0,13.4,
Proposition_2nd,2,3,5,"One, note that high levels of education mean more people are more likely to practice their career or work properly. But two, note that there's more ways of access to forms of self-realization if you are someone born in a developed state as opposed to family. But three, note that there's a general shift from traditional values.",point_of_main_argument,13.4,27.4,
Proposition_2nd,3,6,9,"Welfare here isn't a problem because it's an intuitive solution. Government has already tried to implement it a couple times over. Insofar as even if we as college students can clearly see that building more kindergartens, or giving more monies to newlywed mothers are an intuitive solution, government has already tried to implement that time and again. It doesn't work because the idea that pregnancy leads to your career stopping, or the idea that pregnancy comes with a large attack social implication of what it requires to be a parent necessarily doesn't change under their paradigm.",independent_rebuttal,27.4,57.7,
Proposition_2nd,4,10,13,"So a few things into opposition, like what opposition tells you is wrong. First of all, they tell you that, hey, look, at the end of the day, we need to be able to pump money into these households. A, how much money can you give these households, or how much money can you give these individuals, when there's already really robust welfare programs because government understands that Asian populations are a very big problem, and therefore have tried to tear the solutions already, right? But note that, as I told you, that doesn't necessarily change the inherent motivations or the value shifts you see in these individuals from the get-go, right?",independent_rebuttal,57.7,88.0,
Proposition_2nd,5,14,17,"But number two, that they say that, hey, we're going to encourage domestic matching apps because that's good. Number one, note that these already exist in the past. What people did in a market interest is exploit people with multiple income in domestic markets. Things like Omiai, or Miguid, or Tinder already exist within Japan or within a developed state, right?",independent_rebuttal,88.0,107.3,
Proposition_2nd,6,18,18,"But two, if you're from a developed state and you're trying to date domestically, you don't want an app to meet people anyway because the proximity and accessibility of these individuals is different for you.",independent_rebuttal,107.3,117.8,
Proposition_2nd,7,19,19,"But number three, even if you somehow succeed in getting married this way domestically, the problem still remains that you're less likely to have kids in general.",independent_rebuttal,117.8,124.9,
Proposition_2nd,8,20,22,"Then the engagement theory argument then goes, one, there's a degree of backlash. Exactly why we need this motion. Note that I want to kind of condemn this by telling you that insofar as developed states already have a diverse array of partners working in primary industries, intermarriage is something that is essentially required for you to promote this sort of diversity or try to recognize the diversity within society.",independent_rebuttal,124.9,144.7,
Proposition_2nd,9,23,25,"But number two, when they tell you that social expectations or marriage is a hybrid of social expectations, that exactly plays into our paradigm because that's why people opt into this. Note that if you flip this, that individuals who are trying to get married domestically are also subject and prey and target to these social expectations in general. Insofar as if you are an individual in a developed state, unless you have a super good career, unless you're like super fucking good looking or unless you adhere to certain conditions, it's extremely difficult for you to get married, even if you want access to an institution, which is why this international matchmaking app is a pretty good alternative for you, right?",independent_rebuttal,144.7,179.2,
Proposition_2nd,10,26,28,"But number two, insofar as there's a consensus between OG and OO, then a lot of people opting into this will be lonely people with no other accessibility to this institution. I'm pretty sure the Kansans, the Paracos, the Yiddish people, because they're really worried their middle-aged son or daughter won't ever get married, right? In a society where marriage is something that is a really important construct, like Japan or like a developed state, right?",point_of_main_argument,179.2,198.2,
Proposition_2nd,11,29,36,"But third of all, then there are interior engagements. This is like Kimoi, like a young pretty girl from a developed state marrying a rich old fat dude from a developed state. Right? I want to erase that image from your head for a moment and notice how it benefits all stakeholders. In the sense that one, it's good for the family of origin because you continuously get subsidized from this marriage. But two, it's good for the individual that is coming from the developing state to the developed state because they see far more harms insofar as they have access to things like wealth, but also in the state that these developing states probably also have far less checks and balances or legal enforcement of things like women's rights or domestic abuse or sexual assault. And insofar as even if you don't necessarily love your husband or love your partner, you're moving to a state which has far better protection and levers of self-realization and rights for you. But number three, it's good for the dude because if you are a lonely dude that doesn't have access to these levers of social education, at least now you have a companion that is, you know, like semi-willing to stay with you.",point_of_main_argument,198.2,256.1,
Proposition_2nd,12,37,41,"I think it's important to like just touch upon a few aspects, even before you consider the state in the sense that who's going to opt into this one? Yeah, it'll be things like people like lonely, isolated individuals from middle, low-income brackets, disposable income, but no accessibility to relationships. And here's the important paradigm. This demographic continuously is getting better because of things like social networking. People are getting increasingly isolated because of the post-COVID era, social interaction aside.",point_of_main_argument,256.1,279.0,
Proposition_2nd,13,42,44,"Because in general, there's, again, high social expectation when you're dating someone domestically that is from a similar society to you. But number two, there's also a general level of people who do not adhere to social expectations or values or find domestic dating to be cumbersome. Perhaps you unlock a general better level of accessibility for these people in the first place and they have more optionality as to what they can opt into, right?",point_of_main_argument,279.0,302.1,
Proposition_2nd,14,45,48,"I think in general, what countries need is accessibility to a demographic of people who are willing to prioritize childbirth over other interests. And yes, this argument is sort of a two-point because it sounds like I'm advocating for the importation of brides to fill up Japan's streets. But at the end of the day, that's a unique solvency that this motion provides. And that's the paradigm that our government here in this motion has to play into, right?",point_of_main_argument,302.1,325.0,
Proposition_2nd,15,49,54,"Why? One, you're innately motivated to move to better environments because there's less wealth and more oppression back home. But number two, note that there's less social expectations on marriage or social background of partners. Note here, the reason I emphasize this multiple times is because it perfectly flips the whole argumentation about how people only opt into marriage so far as you have a successful career and so on. And it's exactly because of that occupation, because of that expectation, that more people are likely to opt into this matchmaking app. But third, note that you're far more likely to have children because you probably have more conservative traditional values if you're from the home state, which doesn't have any progressive movements. Or you're probably cut off from career opportunities in the first place insofar as you are within a state that you don't speak the language of or the culture is different.",point_of_main_argument,325.0,367.9,
Proposition_2nd,16,55,61,"Look, I think it's important to note that in an ideal world, there will be no glass ceiling, people will get paid leave, every state will have wealth equally in every state, there will be freedom to opt into childbirth whether or not you want to or not. And basically, in every state, self-realization is contingent on marriage. But the core reality of the situation is that, number one, insofar as an Asian population develops states, it's not social welfare that's going to cut it because of the huge risk pregnancy poses to people who want careers. But number two, it's not like opposition has a gigantic solvency for the individuals who remain oppressed or unduly harmed by the lack of enforcement of things like values or checks and balances developing states and tries to seek for better opportunities. But number three, note that at the end of the day, at least with the existence of this optionality, there's far more social utility on our side of the house because people at least have more options in order to opt into an institution or into a paradigm that they find imminently valuable. Not very proud to propose because of the light of argumentation, but still find this necessary. Thank you.",point_of_comparison,367.9,431.9,
Opposition_2nd,1,0,3,"The purpose of this debate or purpose of this policy itself is just increasing the number of the child not having the marriage, right? So be proud to oppose this motion. Two things to say, first, it's about why people don't have the marriage and how to deal with that. And then secondly, about the discrimination and arguments that is made by open governments.",introduction,1.4,33.0,
Opposition_2nd,2,4,4,"Firstly, about the reason why people don't have the child, open government attacks us by saying money is not the reason for not having the child, like time or their own career is the most important reason.",independent_rebuttal,33.9,56.0,
Opposition_2nd,3,5,5,"But firstly, it's not true, according to many statistics results, around half of the people who don't want to have their child or the reason why don't have the child is money.",independent_rebuttal,56.0,76.5,
Opposition_2nd,4,6,7,"And also, even if it's true, we see there is a various way of the alternative, like using the robots or like Roomba or something so on, or like they're hiring people to come to their babysitter or something so on. So if you have money but don't have time in order to pursue their own careers and so on.",point_of_main_argument,76.9,107.1,
Opposition_2nd,5,8,9,"But, and also, we think the most essential reason, the most basic reason why people don't have their child is money-wasting. Okay, Teix, go ahead.",point_of_main_argument,107.1,125.5,
Opposition_2nd,6,10,10,"In Europe, even if people are rich, they don't want their children.",poi,125.5,129.6,
Opposition_2nd,7,11,15,"Ah, I'm so annoyed. We think that case is like second character, my personal already told you, like people don't want to having their own child as their own will. And we think about that kind of character, there is no debtor because they never opt into that kind of matching operating system or something so on. So debtor is like people who want your child but who can't having the child. And we think that reason is money because there is no alternative except the government subsidize or something so on, subsidy or something so on.",point_of_main_argument,129.6,182.9,
Opposition_2nd,8,16,16,"And we think even though we take the ultimate best-case scenario of open government side, because of pursuing their career, they have no time and it couldn't be, there is no alternative way, even though we think it's so principally wrong, like what is happening is so principally wrong, on this point, open government said like, ah, it's comparatively better rather than poor developing countries, the way Parkinson's person, and they are married with that kind of person and they are having their child is worse for them versus so on.",independent_rebuttal,182.9,237.0,
Opposition_2nd,9,17,17,"But firstly, it's two extreme cases because there is a lot of reasons, a lot of characteristics of that person, and also we think forcing a marriage and forcing the pregnant itself is so principally wrong because it is restrict for so long term, like the whole time of their life, for example, just pregnant, they restrict the whole time, 24 hours for the 10 months or something so on, is necessarily happen.",point_of_main_argument,237.0,283.6,
Opposition_2nd,10,18,18,"And this is obviously violating their basic human rights because it means if we buy that kind of services, even that form of their buying is just having the marriage, that means like we force to work for them for 24 hours for the 10 months or something so on and it will directly connect it to their own lives, like their own mentally and physical health, and so we think that could kind of like trading about their own lives and a huge restriction about their lives couldn't be happen anyway, so even we take the best case scenario of opening government, we couldn't support this motion, and also moving on to discrimination, but yeah, I'm just going to ignore it, moving on to discrimination cases, they said, through using this matching system, discrimination will be decreased, but it's so unlikely to because if we take the best case scenario of open government, the purpose, the main purpose of user of that app is having good house workers and having the child without any cost, any extra cost, so user likely to think that opponent in developing country is just like tools to having the child of themselves, so like that kinds of user basically having their discriminated idea and that kinds of idea couldn't be changed because there is no capacity and no incentive, so discrimination will be kept without the opponents.",point_of_main_argument,283.6,456.0,
Proposition_3rd,1,1,15,"So there are mainly two things I need to say. It must be the first is that first is a rebuttal to the opening opposition. This is our main extension. And the second is our main extension. I think this is very important. Also, this is a new argument coming from the only issue. And I think this is more important. And actually, I'd like to talk about the global issue point. This is some part of the issue. However, I think the OG missed a point of why some people have the incentive to opt-in application or why people use it. So application, so they just talk about they, people around you will use it. Therefore, they have the incentive to use it. However, I think this is very sort of explanation. So I'd like to talk about it. Three.",introduction,2.1,51.1,
Proposition_3rd,2,16,20,"And the first is a rebuttal to the opening opposition. Now, further speak of the opening opposition, I mean, talking about interview creation, social pressure because many people will use it. However, I think in the first place, it's the people and those who use the machine application have really, really, so it, really, really, so what is there, I think, I think if the government support, supports government to subsidize to this application, I think not, so majority of people, like eight out of 10 people use our data. I think, you know, like five, out of five people who use it, how many people use it? I think, therefore, in the first place, so the social pressure or those narratives, those strong narratives will not be created in the first place to begin with.",independent_rebuttal,51.7,96.1,
Proposition_3rd,3,21,30,"And then, secondly, I'd like to talk about why, so that discrimination were likely to happen. And also, I think, okay, so because I think they have some romantic affection towards their partner. Why this overrides the power dynamics between the people from the developing country and the developed country? Because they, because if you do marriage or you need to date with foreign people, it overrides the huddle of the language, culture, so the role of the background or races is also different from yours. Therefore, so if you want to date, if you want to do, so I think, so we can suppose you and that people have some strong incentive or strong affection to date with those president or marriage with partner. Therefore, I think they have romantic affection or they have love towards your partner. And therefore, not to use them as a tool at all, to use them as a tool or bring up their children. So they will treat them as a sort of fair, as possible, as fair. Okay, therefore, so I think that discrimination is not likely to happen enough, so easy.",independent_rebuttal,96.1,174.5,
Proposition_3rd,4,31,35,"And, okay, so, and also, secondly, I think that people who date with the developing country, people from the developed country also know, so if you do, if you treat them, you treat them as a tool, you're going to be broke up. And at that point, you will do a lot of, use a lot of time or cost. This is called a sunk cost. Because of the existence of the sunk cost, you, your sunk cost of remembering the words in foreign language or English. So because of this sunk cost, you will not treat them so as a tool, easy.",independent_rebuttal,174.5,223.0,
Proposition_3rd,5,36,38,"And then secondly, so secondly, they mentioned about that, where some, there are like family pressure about that. So in the first place, in the first place, I already told you, if you do that much application because of your free will, and therefore, you are detached from your family pressure or something said, you can't do that. Therefore, there is no problem.",independent_rebuttal,223.0,248.0,
Proposition_3rd,6,39,45,"But therefore, me, so I'd like to move it, or I'll make point, why is it good for the people from the developing country to date or to live freely? In the status quo, the people from the developing country have very hard to find out those people to marry. And also, for those people, I think it is much harder to live in today's world. For example, in Japan, it is very hard. Why? What kind of harm they will tell, they will have? There are three harms.",point_of_main_argument,248.0,281.8,
Proposition_3rd,7,46,49,"So, in the first place, they work to the country as an immigrant, or the work mode, so I think they do not have some valid visa. And then B, because they have less confidence of their speaking ability, speaking ability, and speaking ability, they have less confidence. And C, they are seen as strangers because they are, because I think that immigrant discrimination is happening in today's status quo. Therefore, they are likely to feel mental problem.",point_of_main_argument,281.8,316.6,
Proposition_3rd,8,50,56,"And secondly, they cannot work harmoniously or communicate with the original country, the people, the citizens. And there are some kind of, some difficulty of the communication, or they will refuse to work with those people. I think this is a very huge problem because, why this is a huge problem? Because, why they could be the homeless if they met a problem, or probably quit the job? And secondly, it will lead to some past social order. I think it is very important for the government to make, to the country, they need to protect the social order, they protect the, make the society, which, where people can live harmoniously, everyone can live harmoniously. Therefore, government have the responsibility to subsidize it.",point_of_main_argument,316.6,365.9,
Proposition_3rd,9,57,62,"However, in our counterfactual, the marketing application will provide them so unique opportunity for them to marry, or to find a partner. This could be a safe place because if they have to find a partner, those people will support you. This could be a big, big, safe place. Therefore, they have more, some mental satisfaction and mental serenity. I think this is very important. Important for the immigrant people.",point_of_main_argument,365.9,400.4,
Proposition_3rd,10,63,71,"Secondly, I'd like to move on to some diversity. So, the diversity. Why people in the status quo have hesitate, hesitate to, to, to, how many, to hesitate? Because simply, if they have the hesitation towards learn English or learn other language. However, people, all of the people have the motivation to find out the very, very beautiful black women who are proud of their girls. They have motivation to do romantic relationship. Therefore, even if they cannot marry, they have the opportunity to communicate with them. As an impactor, they can get used to foreign people and they can learn English. This is very important to what they are diverse.",point_of_main_argument,400.4,450.0,
Opposition_3rd,1,0,1,"The biggest problem in this motion is not loneliness, but the aging problem. Because it doesn't matter whether you get partner or not for two reasons.",introduction,0.0,8.1,
Opposition_3rd,2,2,8,"Firstly, love is not a necessity for people. Everyone can find their meaning of life. Someone wants to meet. Even if you do not find love, you have other meanings. You can have a pet. You can play games. You can have brotherhood, which is greater than love.",independent_rebuttal,8.9,24.0,
Opposition_3rd,3,9,15,"Anyway, the second thing is love is not necessarily a good thing. I had a date with two Japanese girls after I came to Japan. And the result of both dates is catastrophic for me. One very happy date makes me depressed for a few months. But they never answer to me anymore. You are never sure whether the partnership brings you happiness or not. And therefore, I don't think, even if it's self-loving, it's not a good thing.",independent_rebuttal,25.1,53.5,
Opposition_3rd,4,16,22,"But actually, why is the aging problem so urgent? Because in Japan and in Europe, there is lack of young people working. And there's lack of taxation. And the government needs those kind of tax to give the welfare to poor people and to the old people. And if there is lack of labor, the whole country is falling into crisis, which the infrastructure, the welfare for old people and the poor people are going to be not enough. The people's quality of life are actually going to be reduced. That is the worst situation we are going to avoid.",point_of_main_argument,53.5,91.3,
Opposition_3rd,5,23,33,"Next, one set up. What's the future of the current world? The current world, in some area, there is a strong problem of lacking of population. And in some area, there is a strong problem of overpopulation. And that area is called India. And therefore, I think the best solution, no matter for Europe or for Japan, is to import India people into their countries and let those India people make money for them. I think that's the best, quickest solution. And India are actually willing to move out, because India, they can speak English. They can work. They have job skills. And moving outside of India, they get a better environment, as Lisa has explained for a very long time.",definition,91.3,138.6,
Opposition_3rd,6,34,37,"And here comes my argument. If you make this agency, India are going to meet a serious backlash, no matter in Europe or in Japan. Why is that? It is because of the existence of right-wing.",point_of_main_argument,138.6,153.6,
Opposition_3rd,7,38,46,"So in Europe, you have France people who think France culture is the best in the world. And they think if you don't speak France, you're stupid. And in Japan, you have the right-wing that are legal to the emperor, even if the princess looks like this artist. Oh, sorry for that. But yeah, he goes to school. By the way, he goes to the best school. But anyway.",point_of_main_argument,153.6,173.1,
Opposition_3rd,8,47,49,And what's the characteristic of the right-wing? Do you know what? Yes?,point_of_main_argument,173.1,178.4,
Opposition_3rd,9,50,50,"Well, you think Chinese culture is the best, but you still hang out with foreigners?",poi,178.4,183.9,
Opposition_3rd,10,51,58,"Why is this analysis relevant? Because I'm not a right-wing. I'm a peaceful left-wing. I support feminism. I support animal rights. And I support, I don't know. And I also support the environment. Anyway, I don't need to talk, so anyway.",point_of_main_argument,183.9,200.7,
Opposition_3rd,11,59,64,"So OK, so several characterizations for the right-wing people. But firstly, they want to protect the purity of the lineage. So they think the identity of Japanese nation is really important. So if Japanese people have family with other countries, the blood of Japan will become more and more loose. And maybe after several generations of Japanese, there will be no pure Japanese. And that's a problem for right-wing.",point_of_main_argument,200.7,235.5,
Opposition_3rd,12,65,68,"And secondly, they want to protect Japanese culture. If one Japanese marries a foreign people, they're not going to, likely, they're not going to have a new year. But instead, they're going to go to the church for Christmas. And that's a harm to the Japanese culture.",point_of_main_argument,235.5,250.6,
Opposition_3rd,13,69,72,"And lastly, right-wing, they think about principles instead of the practical outcomes. So even if it's a good thing for them to get married, even if it's a good thing for the culture to have a niche, like, how do you say, the right-wing, they do not think economically. They think it's principally wrong. And they're going to be against that.",point_of_main_argument,251.1,270.2,
Opposition_3rd,14,73,80,"And why this agency are going to make right-wing very angry about foreign people? Because in the status quo, just as the opening government is planned, people actually do not have a lot of opportunity to date with foreign people, to have a lot of opportunity, to have a trustworthy and a safe platform that they can actually match with each other, have a family, and have children. That is not possible in the status quo. And therefore, even if now Japan imports a lot of Indian people, right-wing are not going to feel the culture are going to be ruined by India, or Japanese blood are going to disappear because of India, because Japanese male and Japanese female, they don't have a lot of chance to know those Indians, to marry with those Indians. And therefore, those Indians are just working in Japan, living in Japan, and then marry with other Indians. So it's not a huge threat to the Japanese culture, to the Japanese traditional ideology.",point_of_main_argument,270.2,326.7,
Opposition_3rd,15,81,87,"And what is the problem if this agency is made? Is that there will be a very effective, trustworthy platform that people know each other, that people get married with each other. And what if the closing opposition says it's right? If some Japanese, they just like beautiful, brown-skinned, like-colored women, they're going to use the platform. And if they use the platform, they will be matched. And that's going to be really dangerous thing for the right wing, because their culture are going to be harmed. And the blood of their nation are going to be harmed.",point_of_main_argument,326.7,364.5,
Opposition_3rd,16,88,90,"And they're going to have backlash, two kind of backlash. Firstly, they're going to have demonstration that is against the immigrants, which is going to scare India from coming to Japan. If India see a lot of news saying Japan have anti-immigrants demonstration, they're not going to come to Japan.",point_of_main_argument,364.5,381.3,
Opposition_3rd,17,91,94,"Another is they're going to vote for the right-wing politician, and that is likely to happen. They're going to vote for Takahashi instead of vote for, I don't know, like, Kurosanko or something like that. Anyway, and therefore, there will be less, if the right-wing politician wins, there will be less assistance for foreigners and more restriction. And they're going to import less Indians, which means the total number of immigration is just going to be reduced.",point_of_main_argument,381.3,408.1,
Opposition_3rd,18,95,100,"And that is just bad for solving the Asian problem, because only by importing the Indians, we can solve the emergency of Asian problem. Because even if you borrow more children, they don't make money immediately. If you import Indians, they make money immediately. And secondly, Indians are more stable. They just make money. If you have children, if you have policy that's incentivized to have more children, you're not really sure whether that's going to come to an effect or not.",point_of_comparison,408.1,441.0,
Opposition_3rd,19,101,101,"But anyway, we're happy to propose.",introduction,441.0,442.8,
Proposition_4th,1,0,2,"Starting with the u. s. I like a store that they talk about like money stuff big problem I don't I don't understand how money is gonna solve the problem Like How it can also be used for something like Problems like partner shortages also, so when you can use the money to solve the problem of We can also Over the world.",independent_rebuttal,0.0,59.9,
Proposition_4th,2,3,4,"Yeah long. So I'm gonna Thank you for the song that like aging societies that that is facing the facing the crisis of bad race mental health struggles and total isolation and biases Foreigners, so I think These are also causing problems for like one process and a Special system that So At least our house supports the government-funded international messaging is a season as a important solution to families age race birthrates and promote culture so I think a Low birthrate certain that our national survival by ship by shrinking our future generation and is training or public resources and so government of funding will help with like international matchmaking agencies like it to directly address the partner shortages in rural areas and Young adults and And it will help to create a more marriages and families where where domestic options fails as we have seen like How there is already?",introduction,60.3,149.4,
Proposition_4th,3,5,5,domestic subsidy Even with that will it doesn't actually solve the problem yet We didn't see A problem so far.,point_of_main_argument,149.4,165.6,
Proposition_4th,4,6,6,"So I will also Like how it can happen like government can set up a national fund like by which will be managed by families of support agencies, they will get money to do like everyone for Private mess with the organization also People were single through Where the Details like age location to focus on rural and Undeserved urban areas and these agencies we can carefully review these profiles and connect people based on share interest and family values and life goals and We can also have like personal consolidation and group events Make it more natural and Systematic and people have the actual incentive to move with this motion also, I think the subsidizing will cover most of the support for partners and we can also add like free classes for language learning and Culture at work and adjustment.",definition,165.6,244.4,
Proposition_4th,5,7,8,I think the other advances a Adjustment part is important and the language learning is important. I think that's the main issue that is causing problems among the people among the domestic society then how the international people can easily learn the language or Adjusting the culture itself.,point_of_main_argument,244.4,264.7,
Proposition_4th,6,9,9,"Also, I think government can fund organized meetups to the cities and other areas and we can have like a couple action task for housing setup and early childhood that I can meet to support the To support the families when they when they are starting a family.",point_of_main_argument,264.7,289.8,
Proposition_4th,7,10,10,"Also, I think this should be solved like Solve like Solve the problem of life one of the shortages and it will fill up the job gaps and we have like a We'll have like a Design of party and it will also grow the economy with new buyers and experts and people rural areas I think also rural areas can get like a something like a more growth based on this Also, I think for my second argument I want to talk about like how we can also help with like mental health So I think isolation is a main issue when it comes to mental health There is like how is the isolation created?",point_of_main_argument,289.8,348.8,
Proposition_4th,8,11,11,I think it's created by like barriers and biases and stereotypes So by subsidizing these agencies we can use the international mental barriers that creates the fear and the stereotypes and also solve the problems of language barrier and we can also help to create families which will also create a purpose to those families to also create a purpose for people who are suffering through these mental health issues like isolation so like agencies can partner with like NGOs for screening and counseling on loneliness and We're playing an important part for for covering up these like meetups and dates and or for language classes.,point_of_main_argument,348.8,412.8,
