speech_key,id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
Opposition_3rd,9,55,59,"For example, firstly, the teacher is a mentor as a mentor supporter for the children. Especially the adolescents facing some more mental problem, like some problem with a parent or problem with classmates. And the parent problem is very important for the children because they can't say this problem anywhere. So the teacher is only supporter for the children. So this is very important.",point_of_main_argument,355.4,392.0,
Opposition_3rd,10,60,61,"And then some classmate problem, like a bullying situation, that children is only person who can solve this problem. So even if the teachers can't teach or compromise this problem, they have much more bad situation.",point_of_main_argument,392.6,413.8,
Opposition_3rd,11,62,66,"So we think that this is a very bad situation because some adolescents are vulnerable people because they can't solve themselves. So they need to support someone. So in terms of schools, the teacher is only supporter for the children. So this is very serious situation. After watching the talk, we are proud to support.",point_of_main_argument,414.2,439.8,
Proposition_4th,1,0,3,"So first, I would like to do some rebuttals to start with LG. The LG, like they mentioned about the country lack of education needs more communication and they failed to explain why is it important. So as our leader in CG said, the main thing of knowing characters and knowing the language is about to gain information and also I would like to say it's more about the ability to speak out. So like just think about, you guys are having a discussion and during the meeting you guys have just cannot speak properly or like make notes for it and how is it possible to make this discussion more valid.",independent_rebuttal,2.6,45.5,
Proposition_4th,2,4,8,"And second, they talk about why, oh they talk about the teacher, just not LG and CO, like they both talk about the culture things. I would like to say that yes, learning culture is important but one of the thing is like you don't have to learn culture through words. In Taiwan, the indigenous people doesn't have their own language and doesn't have their own characters in their language but they still can communicate to each other. So the main thing, the reason why they cannot, the most important thing to preserve their culture is about to make everything readable. So we can see like in the ancient Egypt, they preserve their culture through the drawings and some of the words but I have to say the words is the most properly and less, you have less version of interpretations because you can do a draw with like different interpretation and that may misunderstand the original meanings.",independent_rebuttal,46.1,121.8,
Proposition_4th,3,9,15,"And also, our leaders in CG just said that literacy ability is important for less misunderstanding. So I think this is both important for both sides, for people who are trying to get information and gain information. For those people who are trying to get information, just like our leader said, the important thing is to get the first-hand information. And also, I would like to say for people, it is also important for people who don't want to get misunderstood. So like imagine you're going to protest to fight for government to ask for a better working place. And the country or the capitals can just distort your words if you don't know words and they can just post it on the newspaper and say that, oh, these people are just too greedy. They're asking for high pay and with a lower work time.",point_of_main_argument,122.4,185.2,
Proposition_4th,4,16,20,"Also, I would like to respond for, I think the opposition side is trying to make an equation of the passion and the ability to teach people with the qualification of teaching. I would like to say this is wrong because first of all, the qualification of teaching is just only related to the ability to teach and also the expertise of their knowledge. And what we're trying to say, reduce the qualification necessary to be a teacher is just maybe we can allow a lower diploma and a lower degree. Maybe the high school teacher can try to pass the test of being a teacher in the future, not just only for those who graduated from university. And why is because the most important thing in those areas is they need to learn the basic words and to just get to know the information.",independent_rebuttal,185.2,263.4,
Proposition_4th,5,21,23,"And also the mental support part, I would say to deal with the bullying and parent problems, I think it is more about how the government, how other sectors in the government. And even without the government, just think of when you're just a normal people and seeing a bunch of students are trying to bully another student, won't you just step in and interfere them? I think just act as normal people, I don't think the ability to stop a bullying or stop a parent abusing their child is related to their qualification.",independent_rebuttal,263.4,313.6,
Proposition_4th,6,24,25,"And also to extend our statement of creating job opportunity, I would say sometimes teacher is a model of the students. They give them a motivation to learn more or even just become a teacher in the future because they know that the teacher can earn a stable job.",point_of_main_argument,313.6,338.0,
Proposition_4th,7,26,32,"And also, I think this is also a way to make education more accessible. And the reason why is because the ability of reading and writing is the most basic ability of education. So if you build a well-founded foundation of education, the student may have the curiosity to know more about the world. And in that case, the students will have the motivation to go to school or they can imagine or even just an imagination about, maybe I can study more about this type of knowledge and I can pursue a different goal in the future. In those areas, most jobs are about, as our leaders say, agriculture or maybe like hard labor works. And in that case, maybe they can think of, oh, I can be a teacher or maybe I can be an engineer in the future. So I think this is also a way to reduce inequality.",point_of_main_argument,338.0,412.6,
Opposition_4th,1,0,2,"Simply, all other teams failed to prove what is the mechanism and the impact here. And also, all other teams failed to characterize how the teacher, students, and qualification looks like. So simply, for those reasons, we are sad that most of them failed.",introduction,1.9,21.2,
Opposition_4th,2,3,9,"So first of all, I would like to start being engaged from the OG cases. So from the OG, they said that it is possible that it is a really, since those kind of high elite rural countries or areas have urgency of the needs of teachers, so it is really important to reduce the qualification. However, there are no mechanism or how those kind of reducing the qualification looks like. And since there are alternate ways, for example, it is also possible to, for example, how to say, hack in or send in teachers from other regions. So there's no mechanism of reducing the qualification for here. So OG cases is totally not unique.",independent_rebuttal,22.1,70.7,
Opposition_4th,3,10,15,"And from the second, there were points that passions are just kind of things, but this is not true. I think if the person has a passion about being a teacher or those kind of things, I think it's really, really crucial to, it's fine to increase the number of qualifications. Because why? Because in the high elite literacy, which means that compared to those kind of diplomas or those kind of high literate countries, it means that something that is more required, for example, academic skills are required, which means that there's no uniqueness to it. If people or students have a passion towards being the teacher, it's much more required or it is more justifiable to increase the number of teaching qualifications. So there's a mechanism.",independent_rebuttal,71.3,119.4,
Opposition_4th,4,16,21,"Also, they are also the point that lowering the high year, high literacy rates is only the requirement, like training teachers in the long term can lead to students' ability. But this is not the really, really important thing. Why? Because there was no mechanism to explain how those kind of taking this motion can lead to raising the quality of the teachers. Since this is the motion of the high literacy rate in region, which means that it is impossible to think, I'll note, it is impossible to think that those kind of teachers who are going to be qualified in this kind of region are going to be able to teach students. So which means that in the long term, I think it doesn't really have a clear and big impact on how the students are going to improve their ability.",independent_rebuttal,119.9,169.0,
Opposition_4th,5,22,23,So which means that OG cases is not standing out because they lack the mechanism and uniqueness here. So we are overriding OG for several reasons.,point_of_comparison,169.4,177.1,
Opposition_4th,6,24,28,"And next, moving on to CG, they mentioned that it's going to be like, since like, so they mentioned that to get the qualification of teachers, there's no need to have an expert expert. However, in the long term, this is not that much beneficial because as my team member told you, this motion is about the schools, which means that you have to think about how the students look like. And our teammate clearly proved why or how those students look like. But since the students are really in that kind of teenage ages, which means that they are really, really vulnerable, that they might lose, it is like students in this age tend to lose their identity or they're going to struggle with considering about their future or those kind of things, which means like, since like in the educational and academic being said, that those kind of teenage students are tend to have like real struggles in this age, like this means that teachers have to have a required courses for, for example, like students consultant or those kind of things. So in the long term, this is, it is a really, really high demand of how, so which means that there are points that they don't require, don't have to be, have acquired this kind of expertise, except this kind of academic ability is not that unique so much.",independent_rebuttal,177.5,260.7,
Opposition_4th,7,29,29,"And also they failed to prove why it is justifiable to reduce, as I told you, this qualification is something that dictates students' individual future, and they failed to justify why it is legitimate to reduce the number of qualifications.",independent_rebuttal,260.9,277.8,
Opposition_4th,8,30,32,"And second of all, from the CG, there was a mention that increasing the number of teacher can lead to higher literacy rate, however, this is not true. As I told you, this is, this can lead to like negative cycle of education because like reducing the qualification, it means that the education remain to be really, really low quality compared to those kind of high literal countries or like areas. So which means that the quality will never raise by having like this negative cycles, so which means that in the long term, it is difficult to think since, yeah, also since like they failed to clearly elaborate on the mechanism here, it is valuable, valid to think that those kind of negative cycles are going to continuously happen.",independent_rebuttal,278.5,328.8,
Opposition_4th,9,33,33,"And yeah, and also there was no mechanism of how people are going to likely to be motivated to take the qualifications, so which means that our team is studying superior rather than CG.",point_of_comparison,329.5,343.7,
Opposition_4th,10,34,34,"So lastly, for ICPSR OO, we crystallized how the teacher is the only cultural assistant for teenage students who are like really, really vulnerable in that age and also like how the qualification, we told you how the qualification looks like and why this would not be the fundamental solution and we crystallized on that point.",point_of_comparison,345.2,368.7,
Opposition_4th,11,35,35,"Furthermore, from the OO, there was a mention that like social manner or moral, those kind of things are required, but as I told you, in the teaching license or in the process of acquiring the qualification, like in normal, like people have to take classes of like moral education or like consultants for like students or those kind of things, which means that we crystallized on how the teacher is going to be like learning those kind of other academic things and explaining you how it is a really, really important thing for the vulnerable teenage students.",independent_rebuttal,369.1,406.3,
Opposition_4th,12,36,38,"And lastly, I would like to say to hold the point that in the long term, this won't happen. This is likely to have an impact both in the high literal and high illiteracy rate area because like by having the qualification, reducing the qualification, which means that people who are in the high literal countries are going to move to those kind of high illiterate countries just to acquire your disconnect qualification, which means that those kind of educational criteria of the qualification are going to be totally decreased as a whole. So which means that in the social, in the micro level of like social society and also the micro level of the vulnerable students, we are happy to oppose.",point_of_main_argument,406.3,456.5,
